=============================================
P(G):
=============================================
2 0.028005
3 0.002218
4 0.011513
5 0.024799
8 0.011170
9 0.003911
10 0.047018
12 0.285939
13 0.000484
14 0.003528
15 0.188959
17 0.056514
20 0.008529
21 0.071616
38 0.213880
1235 0.041917


=============================================
P(chroma_stft_mean_01 | G):
8 45 0.003610
8 46 0.007220
8 47 0.009025
8 48 0.005415
8 49 0.012635
8 50 0.009025
8 51 0.009025
8 52 0.012635
8 53 0.001805
8 54 0.012635
8 55 0.009025
8 56 0.010830
8 57 0.025271
8 58 0.007220
8 59 0.023466
8 60 0.016245
8 61 0.014440
8 62 0.019856
8 63 0.014440
8 64 0.023466
8 65 0.021661
8 66 0.019856
8 67 0.009025
8 68 0.019856
8 69 0.021661
8 70 0.030686
8 71 0.028881
8 72 0.010830
8 73 0.016245
8 74 0.018051
8 75 0.028881
8 76 0.021661
8 77 0.016245
8 78 0.025271
8 79 0.016245
8 80 0.021661
8 81 0.021661
8 82 0.021661
8 83 0.025271
8 84 0.023466
8 85 0.023466
8 86 0.021661
8 87 0.014440
8 88 0.018051
8 89 0.023466
8 90 0.018051
8 91 0.009025
8 92 0.018051
8 93 0.007220
8 94 0.003610
8 95 0.014440
8 96 0.003610
8 97 0.003610
8 98 0.003610
8 99 0.001805
9 0 0.000000
9 1 0.000000
9 2 0.005155
9 3 0.005155
9 4 0.005155
9 5 0.000000
9 6 0.005155
9 7 0.000000
9 8 0.000000
9 9 0.000000
9 10 0.000000
9 11 0.000000
9 12 0.005155
9 13 0.015464
9 14 0.005155
9 15 0.005155
9 16 0.000000
9 17 0.000000
9 18 0.010309
9 19 0.005155
9 20 0.015464
9 21 0.010309
9 22 0.005155
9 23 0.005155
9 24 0.005155
9 25 0.020619
9 26 0.010309
9 27 0.010309
9 28 0.010309
9 29 0.010309
9 30 0.020619
9 31 0.020619
9 32 0.010309
9 33 0.005155
9 34 0.005155
9 35 0.020619
9 36 0.010309
9 37 0.010309
9 38 0.005155
9 39 0.000000
9 40 0.000000
9 41 0.010309
9 42 0.005155
9 43 0.005155
9 44 0.010309
9 45 0.010309
9 46 0.025773
9 47 0.010309
9 48 0.000000
9 49 0.000000
9 50 0.005155
9 51 0.010309
9 52 0.015464
9 53 0.015464
9 54 0.015464
9 55 0.010309
9 56 0.020619
9 57 0.015464
9 58 0.010309
9 59 0.015464
9 60 0.030928
9 61 0.025773
9 62 0.015464
9 63 0.015464
9 64 0.030928
9 65 0.030928
9 66 0.010309
9 67 0.010309
9 68 0.025773
9 69 0.015464
9 70 0.005155
9 71 0.010309
9 72 0.010309
9 73 0.015464
9 74 0.015464
9 75 0.020619
9 76 0.010309
9 77 0.025773
9 78 0.005155
9 79 0.025773
9 80 0.025773
9 81 0.015464
9 82 0.010309
9 83 0.005155
9 84 0.015464
9 85 0.010309
9 86 0.005155
9 87 0.000000
9 88 0.000000
9 89 0.000000
9 90 0.015464
9 91 0.010309
9 92 0.010309
9 93 0.005155
9 94 0.010309
9 95 0.010309
9 96 0.005155
9 97 0.000000
9 98 0.000000
9 99 0.000000
10 0 0.008576
10 1 0.008576
10 2 0.006432
10 3 0.010720
10 4 0.009005
10 5 0.009863
10 6 0.009005
10 7 0.010292
10 8 0.008576
10 9 0.009005
10 10 0.007290
10 11 0.005146
10 12 0.008576
10 13 0.006432
10 14 0.006432
10 15 0.007719
10 16 0.008148
10 17 0.008576
10 18 0.012007
10 19 0.013293
10 20 0.010292
10 21 0.011149
10 22 0.008148
10 23 0.011149
10 24 0.007290
10 25 0.009005
10 26 0.009434
10 27 0.004288
10 28 0.009005
10 29 0.008576
10 30 0.008148
10 31 0.009863
10 32 0.007290
10 33 0.008148
10 34 0.007719
10 35 0.009863
10 36 0.008576
10 37 0.009434
10 38 0.006432
10 39 0.009863
10 40 0.008148
10 41 0.009005
10 42 0.012007
10 43 0.011149
10 44 0.006861
10 45 0.011149
10 46 0.014151
10 47 0.010720
10 48 0.009005
10 49 0.009863
10 50 0.012007
10 51 0.012864
10 52 0.012007
10 53 0.013293
10 54 0.010720
10 55 0.012436
10 56 0.007719
10 57 0.009863
10 58 0.009005
10 59 0.007719
10 60 0.005146
10 61 0.010720
10 62 0.011149
10 63 0.009863
10 64 0.012007
10 65 0.011149
10 66 0.012436
10 67 0.011578
10 68 0.013722
10 69 0.012436
10 70 0.007719
10 71 0.009434
10 72 0.009005
10 73 0.012007
10 74 0.012436
10 75 0.011149
10 76 0.013722
10 77 0.016724
10 78 0.015866
10 79 0.009863
10 80 0.009434
10 81 0.012864
10 82 0.010292
10 83 0.011578
10 84 0.010720
10 85 0.015009
10 86 0.010720
10 87 0.015437
10 88 0.014151
10 89 0.008576
10 90 0.009863
10 91 0.013293
10 92 0.009863
10 93 0.009434
10 94 0.010292
10 95 0.006432
10 96 0.010720
10 97 0.008148
10 98 0.009434
10 99 0.008576
12 0 0.003808
12 1 0.005852
12 2 0.006699
12 3 0.006276
12 4 0.008038
12 5 0.009237
12 6 0.009167
12 7 0.007333
12 8 0.009237
12 9 0.007897
12 10 0.011070
12 11 0.010859
12 12 0.010859
12 13 0.011705
12 14 0.012199
12 15 0.011423
12 16 0.012763
12 17 0.012974
12 18 0.013538
12 19 0.011705
12 20 0.013538
12 21 0.012551
12 22 0.012058
12 23 0.015160
12 24 0.012763
12 25 0.013750
12 26 0.014243
12 27 0.012833
12 28 0.013820
12 29 0.014314
12 30 0.014314
12 31 0.013468
12 32 0.013186
12 33 0.013891
12 34 0.013468
12 35 0.013961
12 36 0.010859
12 37 0.014808
12 38 0.012904
12 39 0.012833
12 40 0.013397
12 41 0.012340
12 42 0.014949
12 43 0.013186
12 44 0.013961
12 45 0.012622
12 46 0.011917
12 47 0.012410
12 48 0.011917
12 49 0.013891
12 50 0.012692
12 51 0.011775
12 52 0.011846
12 53 0.011917
12 54 0.013397
12 55 0.012269
12 56 0.011634
12 57 0.010859
12 58 0.011775
12 59 0.012692
12 60 0.011211
12 61 0.009660
12 62 0.010295
12 63 0.010506
12 64 0.011352
12 65 0.009590
12 66 0.009519
12 67 0.009237
12 68 0.010083
12 69 0.010295
12 70 0.009026
12 71 0.009872
12 72 0.008814
12 73 0.008391
12 74 0.007545
12 75 0.007756
12 76 0.007333
12 77 0.008038
12 78 0.008109
12 79 0.007263
12 80 0.007615
12 81 0.007192
12 82 0.007545
12 83 0.007827
12 84 0.005570
12 85 0.007122
12 86 0.005147
12 87 0.006276
12 88 0.005711
12 89 0.005711
12 90 0.004865
12 91 0.004724
12 92 0.004583
12 93 0.003808
12 94 0.003667
12 95 0.003878
12 96 0.003314
12 97 0.003455
12 98 0.002891
12 99 0.002397
13 0 0.000000
13 1 0.000000
13 2 0.000000
13 3 0.000000
13 4 0.000000
13 5 0.041667
13 6 0.000000
13 7 0.000000
13 8 0.000000
13 9 0.000000
13 10 0.000000
13 11 0.000000
13 12 0.000000
13 13 0.000000
13 14 0.000000
13 15 0.000000
13 16 0.000000
13 17 0.000000
13 18 0.000000
13 19 0.000000
13 20 0.000000
13 21 0.041667
13 22 0.000000
13 23 0.041667
13 24 0.000000
13 25 0.000000
13 26 0.000000
13 27 0.000000
13 28 0.000000
13 29 0.041667
13 30 0.041667
13 31 0.000000
13 32 0.000000
13 33 0.000000
13 34 0.000000
13 35 0.000000
13 36 0.000000
13 37 0.000000
13 38 0.000000
13 39 0.000000
13 40 0.041667
13 41 0.000000
13 42 0.000000
13 43 0.000000
13 44 0.000000
13 45 0.000000
13 46 0.083333
13 47 0.000000
13 48 0.083333
13 49 0.000000
13 50 0.041667
13 51 0.000000
13 52 0.000000
13 53 0.000000
13 54 0.000000
13 55 0.000000
13 56 0.041667
13 57 0.000000
13 58 0.041667
13 59 0.000000
13 60 0.000000
13 61 0.000000
13 62 0.000000
13 63 0.000000
13 64 0.041667
13 65 0.000000
13 66 0.000000
13 67 0.000000
13 68 0.000000
13 69 0.000000
13 70 0.000000
13 71 0.041667
13 72 0.000000
13 73 0.041667
13 74 0.000000
13 75 0.000000
13 76 0.000000
13 77 0.041667
13 78 0.000000
13 79 0.000000
13 80 0.000000
13 81 0.000000
13 82 0.000000
13 83 0.000000
13 84 0.041667
13 85 0.000000
13 86 0.041667
13 87 0.041667
13 88 0.000000
13 89 0.000000
13 90 0.000000
13 91 0.000000
13 92 0.041667
13 93 0.000000
13 94 0.000000
13 95 0.000000
13 96 0.041667
13 97 0.000000
13 98 0.041667
13 99 0.041667
14 0 0.000000
14 1 0.005714
14 2 0.005714
14 3 0.000000
14 4 0.000000
14 5 0.005714
14 6 0.000000
14 7 0.000000
14 8 0.000000
14 9 0.005714
14 10 0.005714
14 11 0.017143
14 12 0.000000
14 13 0.011429
14 14 0.017143
14 15 0.017143
14 16 0.005714
14 17 0.022857
14 18 0.011429
14 19 0.005714
14 20 0.017143
14 21 0.011429
14 22 0.000000
14 23 0.011429
14 24 0.028571
14 25 0.011429
14 26 0.011429
14 27 0.022857
14 28 0.017143
14 29 0.005714
14 30 0.034286
14 31 0.017143
14 32 0.034286
14 33 0.011429
14 34 0.011429
14 35 0.011429
14 36 0.034286
14 37 0.017143
14 38 0.011429
14 39 0.011429
14 40 0.011429
14 41 0.011429
14 42 0.011429
14 43 0.005714
14 44 0.011429
14 45 0.005714
14 46 0.000000
14 47 0.017143
14 48 0.005714
14 49 0.011429
14 50 0.017143
14 51 0.005714
14 52 0.011429
14 53 0.011429
14 54 0.022857
14 55 0.000000
14 56 0.017143
14 57 0.022857
14 58 0.005714
14 59 0.000000
14 60 0.005714
14 61 0.005714
14 62 0.000000
14 63 0.005714
14 64 0.005714
14 65 0.000000
14 66 0.028571
14 67 0.005714
14 68 0.017143
14 69 0.011429
14 70 0.011429
14 71 0.005714
14 72 0.011429
14 73 0.005714
14 74 0.005714
14 75 0.011429
14 76 0.005714
14 77 0.005714
14 78 0.017143
14 79 0.000000
14 80 0.005714
14 81 0.005714
14 82 0.022857
14 83 0.000000
14 84 0.011429
14 85 0.005714
14 86 0.005714
14 87 0.000000
14 88 0.022857
14 89 0.005714
14 90 0.005714
14 91 0.011429
14 92 0.000000
14 93 0.005714
14 94 0.011429
14 95 0.005714
14 96 0.005714
14 97 0.022857
14 98 0.000000
14 99 0.005714
15 0 0.013764
15 1 0.013444
15 2 0.013764
15 3 0.011950
15 4 0.013978
15 5 0.012697
15 6 0.015472
15 7 0.012591
15 8 0.013444
15 9 0.011737
15 10 0.013658
15 11 0.010777
15 12 0.013338
15 13 0.011844
15 14 0.012591
15 15 0.012804
15 16 0.012484
15 17 0.012057
15 18 0.012271
15 19 0.012377
15 20 0.011204
15 21 0.012911
15 22 0.012057
15 23 0.010883
15 24 0.011950
15 25 0.011097
15 26 0.009710
15 27 0.010137
15 28 0.011524
15 29 0.011630
15 30 0.012591
15 31 0.011950
15 32 0.011310
15 33 0.010457
15 34 0.010030
15 35 0.009710
15 36 0.012164
15 37 0.010243
15 38 0.010350
15 39 0.011844
15 40 0.009496
15 41 0.012271
15 42 0.010990
15 43 0.010670
15 44 0.010883
15 45 0.010777
15 46 0.009496
15 47 0.008323
15 48 0.009710
15 49 0.011097
15 50 0.008429
15 51 0.011204
15 52 0.011204
15 53 0.009070
15 54 0.010457
15 55 0.009923
15 56 0.008429
15 57 0.010030
15 58 0.009283
15 59 0.010137
15 60 0.009603
15 61 0.010670
15 62 0.007896
15 63 0.010137
15 64 0.007362
15 65 0.010243
15 66 0.009816
15 67 0.008749
15 68 0.008643
15 69 0.007576
15 70 0.009390
15 71 0.009496
15 72 0.007896
15 73 0.008963
15 74 0.006829
15 75 0.008003
15 76 0.009176
15 77 0.010137
15 78 0.007149
15 79 0.008643
15 80 0.008216
15 81 0.009176
15 82 0.008856
15 83 0.006402
15 84 0.007042
15 85 0.006189
15 86 0.008323
15 87 0.008429
15 88 0.005655
15 89 0.006936
15 90 0.006722
15 91 0.007576
15 92 0.006295
15 93 0.005655
15 94 0.007682
15 95 0.005762
15 96 0.006402
15 97 0.005228
15 98 0.006722
15 99 0.007682
17 0 0.001784
17 1 0.001070
17 2 0.002497
17 3 0.003211
17 4 0.001427
17 5 0.000357
17 6 0.002497
17 7 0.001784
17 8 0.002497
17 9 0.002497
17 10 0.003211
17 11 0.001784
17 12 0.003211
17 13 0.004281
17 14 0.001784
17 15 0.003568
17 16 0.003211
17 17 0.003568
17 18 0.002497
17 19 0.002854
17 20 0.002497
17 21 0.004281
17 22 0.003211
17 23 0.005708
17 24 0.004638
17 25 0.002141
17 26 0.005708
17 27 0.001427
17 28 0.003568
17 29 0.005708
17 30 0.004638
17 31 0.004995
17 32 0.005351
17 33 0.006778
17 34 0.006065
17 35 0.005351
17 36 0.004281
17 37 0.005708
17 38 0.007492
17 39 0.007849
17 40 0.005351
17 41 0.007849
17 42 0.004995
17 43 0.007492
17 44 0.006778
17 45 0.008562
17 46 0.005351
17 47 0.008919
17 48 0.008562
17 49 0.008205
17 50 0.008919
17 51 0.006778
17 52 0.008562
17 53 0.007135
17 54 0.007492
17 55 0.008205
17 56 0.007135
17 57 0.011060
17 58 0.011060
17 59 0.008205
17 60 0.007849
17 61 0.009276
17 62 0.012487
17 63 0.011416
17 64 0.011773
17 65 0.015341
17 66 0.011416
17 67 0.012843
17 68 0.015341
17 69 0.014627
17 70 0.011416
17 71 0.012843
17 72 0.017125
17 73 0.014627
17 74 0.013557
17 75 0.015697
17 76 0.014984
17 77 0.015341
17 78 0.018908
17 79 0.018195
17 80 0.020692
17 81 0.018908
17 82 0.015697
17 83 0.022476
17 84 0.016054
17 85 0.020692
17 86 0.023189
17 87 0.020335
17 88 0.026044
17 89 0.015341
17 90 0.022833
17 91 0.020692
17 92 0.023903
17 93 0.022476
17 94 0.025330
17 95 0.025330
17 96 0.023189
17 97 0.019979
17 98 0.022476
17 99 0.015697
20 0 0.002364
20 1 0.004728
20 2 0.011820
20 3 0.009456
20 4 0.011820
20 5 0.002364
20 6 0.011820
20 7 0.014184
20 8 0.002364
20 9 0.011820
20 10 0.011820
20 11 0.018913
20 12 0.016548
20 13 0.011820
20 14 0.014184
20 15 0.016548
20 16 0.021277
20 17 0.023641
20 18 0.028369
20 19 0.021277
20 20 0.018913
20 21 0.026005
20 22 0.028369
20 23 0.028369
20 24 0.028369
20 25 0.023641
20 26 0.033097
20 27 0.028369
20 28 0.023641
20 29 0.016548
20 30 0.040189
20 31 0.026005
20 32 0.021277
20 33 0.021277
20 34 0.014184
20 35 0.028369
20 36 0.011820
20 37 0.023641
20 38 0.023641
20 39 0.018913
20 40 0.014184
20 41 0.009456
20 42 0.009456
20 43 0.004728
20 44 0.014184
20 45 0.009456
20 46 0.016548
20 47 0.004728
20 48 0.002364
20 49 0.004728
20 50 0.007092
20 51 0.004728
20 52 0.000000
20 53 0.000000
20 54 0.007092
20 55 0.007092
20 56 0.004728
20 57 0.000000
20 58 0.002364
20 59 0.002364
20 60 0.009456
20 61 0.002364
20 62 0.000000
20 63 0.011820
20 64 0.004728
20 65 0.002364
20 66 0.004728
20 67 0.004728
20 68 0.002364
20 69 0.007092
20 70 0.002364
20 71 0.000000
20 72 0.000000
20 73 0.004728
20 74 0.004728
20 75 0.007092
20 76 0.007092
20 77 0.002364
20 78 0.004728
20 79 0.000000
20 80 0.002364
20 81 0.007092
20 82 0.002364
20 83 0.002364
20 84 0.002364
20 85 0.002364
20 86 0.002364
20 87 0.004728
20 88 0.000000
20 89 0.002364
20 90 0.000000
20 91 0.002364
20 92 0.000000
20 93 0.004728
20 94 0.000000
20 95 0.000000
20 96 0.002364
20 97 0.000000
20 98 0.000000
20 99 0.002364
21 0 0.004223
21 1 0.008164
21 2 0.010698
21 3 0.013514
21 4 0.013232
21 5 0.015484
21 6 0.014640
21 7 0.019426
21 8 0.019144
21 9 0.013795
21 10 0.016892
21 11 0.021678
21 12 0.023649
21 13 0.018018
21 14 0.019989
21 15 0.019144
21 16 0.016610
21 17 0.014640
21 18 0.013795
21 19 0.016329
21 20 0.018863
21 21 0.014640
21 22 0.015484
21 23 0.013514
21 24 0.013795
21 25 0.012387
21 26 0.015203
21 27 0.013795
21 28 0.012669
21 29 0.015203
21 30 0.012387
21 31 0.013795
21 32 0.016047
21 33 0.012950
21 34 0.014921
21 35 0.012106
21 36 0.013514
21 37 0.015203
21 38 0.009572
21 39 0.012387
21 40 0.012106
21 41 0.012106
21 42 0.011261
21 43 0.012669
21 44 0.008446
21 45 0.013514
21 46 0.014921
21 47 0.010698
21 48 0.011824
21 49 0.010980
21 50 0.010417
21 51 0.010135
21 52 0.007883
21 53 0.007601
21 54 0.011261
21 55 0.010135
21 56 0.008446
21 57 0.005912
21 58 0.010135
21 59 0.005631
21 60 0.010135
21 61 0.007883
21 62 0.005912
21 63 0.007883
21 64 0.004505
21 65 0.005912
21 66 0.010417
21 67 0.007601
21 68 0.006194
21 69 0.005631
21 70 0.004786
21 71 0.007038
21 72 0.006194
21 73 0.007038
21 74 0.007320
21 75 0.005912
21 76 0.006194
21 77 0.003941
21 78 0.004505
21 79 0.003378
21 80 0.005349
21 81 0.004786
21 82 0.003378
21 83 0.005631
21 84 0.006194
21 85 0.004786
21 86 0.003660
21 87 0.003097
21 88 0.003941
21 89 0.004223
21 90 0.003941
21 91 0.003660
21 92 0.003097
21 93 0.002252
21 94 0.001971
21 95 0.002815
21 96 0.002815
21 97 0.001971
21 98 0.003660
21 99 0.002815
38 0 0.025452
38 1 0.024510
38 2 0.022342
38 3 0.019891
38 4 0.017628
38 5 0.017534
38 6 0.015837
38 7 0.016497
38 8 0.013198
38 9 0.015837
38 10 0.013857
38 11 0.013575
38 12 0.012726
38 13 0.013480
38 14 0.013575
38 15 0.013198
38 16 0.012726
38 17 0.013575
38 18 0.011972
38 19 0.010935
38 20 0.013669
38 21 0.010275
38 22 0.011218
38 23 0.010652
38 24 0.011312
38 25 0.010935
38 26 0.011406
38 27 0.010275
38 28 0.010464
38 29 0.009898
38 30 0.011501
38 31 0.010275
38 32 0.009898
38 33 0.009333
38 34 0.009804
38 35 0.011312
38 36 0.010841
38 37 0.010652
38 38 0.010370
38 39 0.010370
38 40 0.007636
38 41 0.010181
38 42 0.010087
38 43 0.008767
38 44 0.010370
38 45 0.011029
38 46 0.007919
38 47 0.010181
38 48 0.007824
38 49 0.009521
38 50 0.007730
38 51 0.009427
38 52 0.008013
38 53 0.008578
38 54 0.008673
38 55 0.008673
38 56 0.010558
38 57 0.010558
38 58 0.008956
38 59 0.009898
38 60 0.007919
38 61 0.009333
38 62 0.008484
38 63 0.008578
38 64 0.009144
38 65 0.007447
38 66 0.008296
38 67 0.008767
38 68 0.007636
38 69 0.008390
38 70 0.007447
38 71 0.007824
38 72 0.007824
38 73 0.007541
38 74 0.007824
38 75 0.008390
38 76 0.007824
38 77 0.007730
38 78 0.007070
38 79 0.007730
38 80 0.007070
38 81 0.006316
38 82 0.006033
38 83 0.006882
38 84 0.007730
38 85 0.005562
38 86 0.006882
38 87 0.006882
38 88 0.006882
38 89 0.005468
38 90 0.005939
38 91 0.007070
38 92 0.005845
38 93 0.005562
38 94 0.006033
38 95 0.004996
38 96 0.005090
38 97 0.005656
38 98 0.004431
38 99 0.005090
1235 0 0.005291
1235 1 0.006734
1235 2 0.007215
1235 3 0.007696
1235 4 0.007696
1235 5 0.004810
1235 6 0.005772
1235 7 0.005772
1235 8 0.006734
1235 9 0.004329
1235 10 0.003367
1235 11 0.005772
1235 12 0.006734
1235 13 0.006253
1235 14 0.007215
1235 15 0.003367
1235 16 0.004329
1235 17 0.004329
1235 18 0.006734
1235 19 0.005291
1235 20 0.005772
1235 21 0.006253
1235 22 0.008177
1235 23 0.006253
1235 24 0.007215
1235 25 0.004329
1235 26 0.004810
1235 27 0.005772
1235 28 0.006734
1235 29 0.005291
1235 30 0.006734
1235 31 0.008658
1235 32 0.005291
1235 33 0.005291
1235 34 0.008658
1235 35 0.010101
1235 36 0.006734
1235 37 0.003848
1235 38 0.004329
1235 39 0.005772
1235 40 0.007696
1235 41 0.005772
1235 42 0.007696
1235 43 0.010101
1235 44 0.008658
1235 45 0.010101
1235 46 0.005772
1235 47 0.005772
1235 48 0.005291
1235 49 0.006253
1235 50 0.007696
1235 51 0.005291
1235 52 0.011063
1235 53 0.005291
1235 54 0.011544
1235 55 0.007696
1235 56 0.010582
1235 57 0.007215
1235 58 0.013468
1235 59 0.010582
1235 60 0.012506
1235 61 0.009139
1235 62 0.009139
1235 63 0.007696
1235 64 0.010582
1235 65 0.011063
1235 66 0.009620
1235 67 0.009620
1235 68 0.010101
1235 69 0.010101
1235 70 0.010582
1235 71 0.012025
1235 72 0.010582
1235 73 0.011063
1235 74 0.011544
1235 75 0.015873
1235 76 0.011544
1235 77 0.010101
1235 78 0.011544
1235 79 0.016354
1235 80 0.013468
1235 81 0.009139
1235 82 0.013468
1235 83 0.013949
1235 84 0.012025
1235 85 0.019721
1235 86 0.016354
1235 87 0.016835
1235 88 0.018759
1235 89 0.023569
1235 90 0.020683
1235 91 0.016354
1235 92 0.021645
1235 93 0.019240
1235 94 0.017316
1235 95 0.022607
1235 96 0.024531
1235 97 0.022126
1235 98 0.021645
1235 99 0.030784

=============================================
P(tonnetz_std_05 | G):
=============================================
2 0 0.006479
2 1 0.010799
2 2 0.011519
2 3 0.010079
2 4 0.005040
2 5 0.011519
2 6 0.010799
2 7 0.011519
2 8 0.012959
2 9 0.007919
2 10 0.012239
2 11 0.018719
2 12 0.017999
2 13 0.012959
2 14 0.009359
2 15 0.011519
2 16 0.010799
2 17 0.004320
2 18 0.008639
2 19 0.012959
2 20 0.008639
2 21 0.015119
2 22 0.014399
2 23 0.012959
2 24 0.010079
2 25 0.012959
2 26 0.012239
2 27 0.010799
2 28 0.013679
2 29 0.010799
2 30 0.017279
2 31 0.014399
2 32 0.012959
2 33 0.011519
2 34 0.013679
2 35 0.010799
2 36 0.022318
2 37 0.017999
2 38 0.013679
2 39 0.015119
2 40 0.006479
2 41 0.015119
2 42 0.012239
2 43 0.007919
2 44 0.010799
2 45 0.009359
2 46 0.007919
2 47 0.012959
2 48 0.012959
2 49 0.010799
2 50 0.012239
2 51 0.012239
2 52 0.012239
2 53 0.012239
2 54 0.012959
2 55 0.011519
2 56 0.013679
2 57 0.010799
2 58 0.013679
2 59 0.006479
2 60 0.010079
2 61 0.006479
2 62 0.010079
2 63 0.010799
2 64 0.010079
2 65 0.005040
2 66 0.011519
2 67 0.011519
2 68 0.007919
2 69 0.011519
2 70 0.005760
2 71 0.002880
2 72 0.008639
2 73 0.008639
2 74 0.010799
2 75 0.011519
2 76 0.007199
2 77 0.009359
2 78 0.006479
2 79 0.004320
2 80 0.007919
2 81 0.007919
2 82 0.007919
2 83 0.012239
2 84 0.008639
2 85 0.005760
2 86 0.007919
2 87 0.007919
2 88 0.004320
2 89 0.005760
2 90 0.004320
2 91 0.007199
2 92 0.002880
2 93 0.002160
2 94 0.005040
2 95 0.002880
2 96 0.003600
2 97 0.003600
2 98 0.005040
2 99 0.002160
3 0 0.000000
3 1 0.000000
3 2 0.000000
3 3 0.000000
3 4 0.000000
3 5 0.000000
3 6 0.009091
3 7 0.009091
3 8 0.000000
3 9 0.000000
3 10 0.009091
3 11 0.000000
3 12 0.000000
3 13 0.018182
3 14 0.000000
3 15 0.009091
3 16 0.000000
3 17 0.027273
3 18 0.018182
3 19 0.009091
3 20 0.009091
3 21 0.009091
3 22 0.000000
3 23 0.009091
3 24 0.009091
3 25 0.027273
3 26 0.009091
3 27 0.009091
3 28 0.009091
3 29 0.018182
3 30 0.000000
3 31 0.018182
3 32 0.009091
3 33 0.018182
3 34 0.000000
3 35 0.045455
3 36 0.009091
3 37 0.000000
3 38 0.009091
3 39 0.009091
3 40 0.000000
3 41 0.000000
3 42 0.027273
3 43 0.009091
3 44 0.000000
3 45 0.009091
3 46 0.000000
3 47 0.018182
3 48 0.000000
3 49 0.009091
3 50 0.009091
3 51 0.009091
3 52 0.027273
3 53 0.018182
3 54 0.000000
3 55 0.009091
3 56 0.018182
3 57 0.018182
3 58 0.009091
3 59 0.000000
3 60 0.009091
3 61 0.018182
3 62 0.036364
3 63 0.009091
3 64 0.009091
3 65 0.009091
3 66 0.000000
3 67 0.009091
3 68 0.018182
3 69 0.009091
3 70 0.000000
3 71 0.018182
3 72 0.027273
3 73 0.000000
3 74 0.000000
3 75 0.000000
3 76 0.018182
3 77 0.000000
3 78 0.027273
3 79 0.018182
3 80 0.000000
3 81 0.018182
3 82 0.009091
3 83 0.009091
3 84 0.054545
3 85 0.009091
3 86 0.009091
3 87 0.018182
3 88 0.027273
3 89 0.027273
3 90 0.018182
3 91 0.000000
3 92 0.000000
3 93 0.009091
3 94 0.009091
3 95 0.009091
3 96 0.000000
3 97 0.009091
3 98 0.000000
3 99 0.000000
4 0 0.007005
4 1 0.008757
4 2 0.000000
4 3 0.000000
4 4 0.007005
4 5 0.001751
4 6 0.003503
4 7 0.001751
4 8 0.003503
4 9 0.005254
4 10 0.007005
4 11 0.001751
4 12 0.001751
4 13 0.001751
4 14 0.003503
4 15 0.005254
4 16 0.008757
4 17 0.003503
4 18 0.003503
4 19 0.001751
4 20 0.010508
4 21 0.005254
4 22 0.008757
4 23 0.000000
4 24 0.005254
4 25 0.005254
4 26 0.003503
4 27 0.003503
4 28 0.008757
4 29 0.003503
4 30 0.003503
4 31 0.003503
4 32 0.007005
4 33 0.003503
4 34 0.012259
4 35 0.008757
4 36 0.007005
4 37 0.010508
4 38 0.005254
4 39 0.007005
4 40 0.003503
4 41 0.007005
4 42 0.008757
4 43 0.022767
4 44 0.010508
4 45 0.007005
4 46 0.007005
4 47 0.008757
4 48 0.001751
4 49 0.007005
4 50 0.008757
4 51 0.012259
4 52 0.015762
4 53 0.007005
4 54 0.014011
4 55 0.010508
4 56 0.007005
4 57 0.008757
4 58 0.007005
4 59 0.012259
4 60 0.024518
4 61 0.007005
4 62 0.010508
4 63 0.007005
4 64 0.014011
4 65 0.014011
4 66 0.015762
4 67 0.019264
4 68 0.012259
4 69 0.015762
4 70 0.014011
4 71 0.021016
4 72 0.022767
4 73 0.008757
4 74 0.021016
4 75 0.021016
4 76 0.019264
4 77 0.015762
4 78 0.019264
4 79 0.010508
4 80 0.019264
4 81 0.012259
4 82 0.012259
4 83 0.010508
4 84 0.012259
4 85 0.026270
4 86 0.022767
4 87 0.021016
4 88 0.010508
4 89 0.021016
4 90 0.012259
4 91 0.019264
4 92 0.019264
4 93 0.017513
4 94 0.010508
4 95 0.001751
4 96 0.017513
4 97 0.017513
4 98 0.008757
4 99 0.007005
5 0 0.000000
5 1 0.000000
5 2 0.000000
5 3 0.001626
5 4 0.000813
5 5 0.001626
5 6 0.000000
5 7 0.000000
5 8 0.001626
5 9 0.000000
5 10 0.000000
5 11 0.000000
5 12 0.000813
5 13 0.000813
5 14 0.000813
5 15 0.000813
5 16 0.000000
5 17 0.000000
5 18 0.002439
5 19 0.000813
5 20 0.000000
5 21 0.000813
5 22 0.000813
5 23 0.000813
5 24 0.000000
5 25 0.000000
5 26 0.000000
5 27 0.000813
5 28 0.001626
5 29 0.000813
5 30 0.000000
5 31 0.000000
5 32 0.000000
5 33 0.001626
5 34 0.000813
5 35 0.000813
5 36 0.000000
5 37 0.002439
5 38 0.000000
5 39 0.000000
5 40 0.002439
5 41 0.000000
5 42 0.003252
5 43 0.004065
5 44 0.000813
5 45 0.000813
5 46 0.000813
5 47 0.003252
5 48 0.002439
5 49 0.002439
5 50 0.004878
5 51 0.002439
5 52 0.004065
5 53 0.002439
5 54 0.004065
5 55 0.000813
5 56 0.004878
5 57 0.001626
5 58 0.002439
5 59 0.002439
5 60 0.005691
5 61 0.000813
5 62 0.006504
5 63 0.003252
5 64 0.007317
5 65 0.008943
5 66 0.006504
5 67 0.007317
5 68 0.013008
